name,type,nillable,substitutionGroup,annotation_documentation
Kit,nc:ItemType,true,,"A set of tools, supplies, instructional matter, or other materials collected for a specific purpose."
Language,nc:LanguageType,true,,"A method of human communication, either spoken or written, consisting of the use of words in a structured and conventional way."
LanguageName,nc:TextType,true,nc:LanguageRepresentation,A name of a system of words or symbols used for communication.
LastUpdatedDate,nc:DateType,true,,A date information was last modified.
LastVerifiedDate,nc:DateType,true,,A date information was last checked for accuracy.
LatitudeDegreeValue,nc:LatitudeDegreeType,true,,A value that specifies the degree of a latitude. The value comes from a restricted range between -90 (inclusive) and +90 (inclusive).
LatitudeMinuteValue,nc:AngularMinuteType,true,,A latitude value that specifies a minute of a degree. The value comes from a restricted range of 0 (inclusive) to 60 (exclusive).
LatitudeSecondValue,nc:AngularSecondType,true,,A latitude value that specifies a second of a minute. The value comes from a restricted range of 0 (inclusive) to 60 (exclusive).
LengthMeasure,nc:LengthMeasureType,true,,A measure of a distance or extent.
Locale,nc:LocaleType,true,,A geopolitical area.
LocaleCensusBlockID,niem-xs:string,true,,An identifier of the smallest subdivision of an area.
LocaleCensusTractID,niem-xs:string,true,,An identifier of a designated census tract area.
LocaleCommunityName,nc:TextType,true,nc:LocaleCommunityAbstract,A name of a specific community.
LocaleDescriptionText,nc:TextType,true,,A description of a geopolitical area.
LocaleDistrictIdentification,nc:IdentificationType,true,,An identification for a district in a locale.
LocaleDistrictName,nc:TextType,true,,A name given to an area defined for administrative or official purposes.
LocaleEmergencyServicesJurisdictionID,niem-xs:string,true,,An identifier of an emergency services jurisdiction that encompasses a location.
LocaleEmergencyServicesName,nc:TextType,true,,A name of an organization providing emergency services.
LocaleFireJurisdictionID,niem-xs:string,true,,An identifier of a fire department jurisdiction.
LocaleJudicialDistrictName,nc:TextType,true,nc:LocaleJudicialDistrictAbstract,A name of the judicial district.
LocaleNeighborhoodName,nc:TextType,true,,A name of a neighborhood.
LocalePoliceBeatText,nc:TextType,true,,A police beat that encompasses a location.
LocalePoliceGridText,nc:TextType,true,,A police grid coordinate.
LocalePoliceJurisdictionID,niem-xs:string,true,,An identifier of a police jurisdiction that encompasses a location.
LocaleRegionName,nc:TextType,true,,A name of a region.
LocaleSubdivisionName,nc:TextType,true,,A name of a subdivision.
LocaleZoneName,nc:TextType,true,,A name of a zone.
Location,nc:LocationType,true,,A geospatial location.
Location2DGeospatialCoordinate,nc:Location2DGeospatialCoordinateType,true,nc:LocationGeospatialCoordinateAbstract,A location identified by a latitude and longitude.
Location3DGeospatialCoordinate,nc:Location3DGeospatialCoordinateType,true,nc:LocationGeospatialCoordinateAbstract,"A location identified by latitude, longitude, and height."
LocationAltitude,nc:LocationHeightMeasureType,true,nc:LocationHeightAbstract,A measurement of the height or position of a location above a certain reference.
LocationArea,nc:AreaType,true,,A location identified by geographic boundaries.
LocationBedText,nc:TextType,true,,A bed at a location.
LocationBuildingText,nc:TextType,true,,A building at a location.
LocationCategoryText,nc:TextType,true,nc:LocationCategoryAbstract,A kind or functional description of a location.
LocationContactInformation,nc:ContactInformationType,true,,A set of contact information for a location.
LocationContactInformationAssociation,nc:LocationContactInformationAssociationType,true,,An association between a location and its contact information.
LocationContainsOrganizationAssociation,nc:OrganizationLocationAssociationType,true,,An association between a location and an organization at that location.
LocationDepth,nc:LocationHeightMeasureType,true,nc:LocationHeightAbstract,A measure of the depth of a location relative to a reference.
LocationDescriptionText,nc:TextType,true,,A description of a location.
LocationDirectionsText,nc:TextType,true,,A set of directions to a location.
LocationElevation,nc:LocationHeightMeasureType,true,nc:LocationHeightAbstract,A measure of the distance of a point on the Earth from a reference point.
LocationEmergencyServicesAssociation,nc:OrganizationLocationAssociationType,true,,An association between a location and its emergency services.
LocationFloorText,nc:TextType,true,,A floor at a location.
LocationHeightVerticalDatumText,nc:TextType,true,nc:LocationHeightVerticalDatumAbstract,A vertical datum system used to designate the reference point for a height measurement.
LocationIdentification,nc:IdentificationType,true,,An identification of a Location.
LocationLandmarkName,nc:TextType,true,nc:LocationLandmarkAbstract,A name of a landmark.
LocationLandmarkText,nc:TextType,true,nc:LocationLandmarkAbstract,A distinguishing physical feature at a location.
LocationLocale,nc:LocaleType,true,,A geopolitical area.
LocationMapLocation,nc:MapLocationType,true,,A location identified by map or grid coordinates.
LocationName,nc:ProperNameTextType,true,,A name of a location.
LocationNeighboringPersonAssociation,nc:PersonLocationAssociationType,true,,An association between a location and a person neighboring that location.
LocationOrganizationAssociation,nc:OrganizationLocationAssociationType,true,,An association between a location and an organization.
LocationPart,nc:LocationPartType,true,,"A unit within a facility, building, or structure at a location."
LocationPartText,nc:TextType,true,,"A name, number, or other information about a unit within a facility, building, or structure at a location."
LocationRangeDescriptionText,nc:TextType,true,,A description of the boundary or range of a location.
LocationRelativeLocation,nc:RelativeLocationType,true,,A location identified by its proximity to another location.
LocationRoomText,nc:TextType,true,,A room at a location.
LocationSectionText,nc:TextType,true,,"A section, wing, or block at a location."
LocationSuiteText,nc:TextType,true,,A suite at a location.
LocationSurroundingAreaDescriptionText,nc:TextType,true,,A description of the immediate area around a location.
LocationUTMCoordinateValue,nc:UTMCoordinateType,true,nc:LocationGeospatialCoordinateAbstract,"A coordinate from the Universal Transverse Mercator (UTM) Coordinate System, which represents a location with a hemisphere, zone, an easting value, and a northing value."
LongitudeDegreeValue,nc:LongitudeDegreeType,true,,A value that specifies the degree of a longitude. The value comes from a restricted range between -180 (inclusive) and +180 (inclusive).
LongitudeMinuteValue,nc:AngularMinuteType,true,,A longitude value that specifies a minute of a degree. The value comes from a restricted range of 0 (inclusive) to 60 (exclusive).
LongitudeSecondValue,nc:AngularSecondType,true,,A longitude value that specifies a second of a minute. The value comes from a restricted range of 0 (inclusive) to 60 (exclusive).
MACAddressID,niem-xs:string,true,,An identifier assigned to a hardware device that connects to the Internet; Media Access Control.
Machinery,nc:ItemType,true,,An assemblage of machines or mechanical apparatuses.
MailingAddress,nc:AddressType,true,nc:Address,A mailing address for a location. This may or may not be the same as the location's physical address.
Manifest,nc:ManifestType,true,,"A document containing information about persons, materials, cargo, and equipment on a conveyance."
ManifestCategoryText,nc:TextType,true,nc:ManifestCategoryAbstract,A kind of manifest.
ManifestTransmittedDate,nc:DateType,true,,A date the manifest was transmitted.
MapCoordinateFullText,nc:TextType,true,,A coordinate of a point on a map.
MapDate,nc:DateType,true,,"A date a map was published, copyrighted or became effective for use."
MapElevationCoordinateText,nc:TextType,true,,A height or elevation of a point on a map.
MapHorizontalCoordinateText,nc:TextType,true,,A horizontal location of a point on a map.
MapLocation,nc:MapLocationType,true,,A location identified by map or grid coordinates.
MapLocationDescriptionText,nc:TextType,true,,A description of a map location.
MapName,nc:TextType,true,,A name of a map.
MapPageID,niem-xs:string,true,,An identifier of a page number in a map.
MapQuadrantText,nc:TextType,true,,A quadrant or square in a map.
MapVersionID,niem-xs:string,true,,An identifier of a version of a map.
MapVerticalCoordinateText,nc:TextType,true,,A vertical location of a point on a map.
Measure,nc:MeasureType,true,,"A dimension, capacity, or amount of something ascertained by measuring."
MeasureCommentText,nc:TextType,true,,A comment regarding the measurement value and/or its error estimate.
MeasureDate,nc:DateType,true,,A date a measurement was made.
MeasureDecimalRange,nc:DecimalRangeType,true,nc:MeasureRangeAbstract,A decimal measurement range.
MeasureDecimalValue,niem-xs:decimal,true,nc:MeasurePointAbstract,A decimal measurement value.
MeasureDecimalValueList,nc:DecimalListType,true,nc:MeasureValueListAbstract,"A list of decimal measurement values, all using the same measurement method/device and of the same units."
MeasureDescriptionText,nc:TextType,true,,A description of a measure.
MeasureDoubleRange,nc:DoubleRangeType,true,nc:MeasureRangeAbstract,A double measurement range.
MeasureDoubleValue,niem-xs:double,true,nc:MeasurePointAbstract,A double measurement value.
MeasureDoubleValueList,nc:DoubleListType,true,nc:MeasureValueListAbstract,"A list of double measurement values, all using the same measurement method/device and of the same units."
MeasureErrorText,nc:TextType,true,nc:MeasureErrorAbstract,A textual description of the error in a measurement value.
MeasureErrorValue,niem-xs:decimal,true,nc:MeasureErrorAbstract,A calculated estimate of the error in a measurement value.
MeasureEstimatedIndicator,niem-xs:boolean,true,,"True if a measurement has been guessed, or estimated without use of a measuring device or analytical method; false otherwise."
MeasureIntegerRange,nc:IntegerRangeType,true,nc:MeasureRangeAbstract,An integer measurement range.
MeasureIntegerValue,niem-xs:integer,true,nc:MeasurePointAbstract,An integer measurement value.
MeasureIntegerValueList,nc:IntegerListType,true,nc:MeasureValueListAbstract,"A list of integer measurement values, all using the same measurement method/device and of the same units."
MeasureMethodText,nc:TextType,true,nc:MeasureMethodAbstract,A method used to make a measurement.
MeasureQualityText,nc:TextType,true,nc:MeasureErrorAbstract,A textual description of the quality of a measurement value.
MeasureTextList,nc:StringListType,true,nc:MeasureValueListAbstract,"A list of measurement values , all using the same measurement method/device and of the same units."
MeasureUnitText,nc:TextType,true,nc:MeasureUnitAbstract,A unit that qualifies the measurement value.
MeasureUnsignedIntegerRange,nc:UnsignedIntegerRangeType,true,nc:MeasureRangeAbstract,An unsigned integer measurement range.
MeasureUnsignedIntegerValue,niem-xs:unsignedInt,true,nc:MeasurePointAbstract,An unsigned integer measurement value.
MeasureValueText,nc:TextType,true,nc:MeasureValueAbstract,A textual description of a measurement value.
Measurer,nc:EntityType,true,,A person or organization who makes a measurement.
MedicalCondition,nc:MedicalConditionType,true,,"A state of health, on-going or present."
MedicalConditionCauseText,nc:TextType,true,,A trigger that can initiate the onset of a medical condition.
MedicalConditionDateRange,nc:DateRangeType,true,,A date range for the start and end of a medical condition.
MedicalConditionDescriptionText,nc:TextType,true,,A description of a medical condition.
MedicalConditionDoctor,nc:PersonType,true,,A doctor who treats a person for a medical condition.
MedicalConditionPresentIndicator,niem-xs:boolean,true,,True if a medical condition currently exists; false otherwise.
MedicalConditionSeverityText,nc:TextType,true,nc:MedicalConditionSeverityAbstract,A degree to which a medical condition is affecting a person.
MedicalConditionText,nc:TextType,true,,"A state of health, on-going or present."
MessageAttachmentBinary,nc:BinaryType,true,nc:MessageAttachmentAbstract,A binary file which is attached to a message.
MessageAttachmentDocument,nc:DocumentType,true,nc:MessageAttachmentAbstract,A document which is attached to a message.
MessageAttachmentImage,nc:ImageType,true,nc:MessageAttachmentAbstract,An image file which is attached to a message.
MessageCategoryFATCACode,nc:MessageCategoryFATCACodeType,true,nc:MessageCategoryAbstract,A kind of message.
MessageCategoryText,nc:TextType,true,nc:MessageCategoryAbstract,A kind of message category.
MessageFATCAUsageRestrictionText,nc:TextType,true,nc:MessageFATCAUsageRestrictionAbstract,A set of information about restrictions for use of the information this message contains and the legal framework under which it is given.
MessageID,niem-xs:string,true,,A message identifier associated with an email or message content.
MessageReceivedDate,nc:DateType,true,,A date on which a message is received.
MessageRecipientAddressID,niem-xs:string,true,,An address of a recipient of a message.
MessageRecipientEntity,nc:EntityType,true,nc:MessageRecipientAbstract,An entity which receives a message.
MessageRecipientName,nc:TextType,true,nc:MessageRecipientAbstract,A name of an entity which receives a message.
MessageReferenceID,niem-xs:string,true,,An identifier that references a sender's or otherwise related message.
MessageSenderAddressID,niem-xs:string,true,,An address of a sender of a message.
MessageSenderEntity,nc:EntityType,true,nc:MessageSenderAbstract,An entity which sends a message.
MessageSenderName,nc:TextType,true,nc:MessageSenderAbstract,A name of an entity which sends a message.
MessageSentDate,nc:DateType,true,,A date on which a message is sent.
MessageSubjectText,nc:TextType,true,,A subject line or field of a message.
MessageText,nc:TextType,true,,A body or main content of a message.
Metadata,nc:MetadataType,true,,Information that further qualifies primary data; data about data.
MilitaryBranchName,nc:TextType,true,,A name of a military branch in which a person served.
MilitaryCountry,nc:CountryType,true,,A country in whose military a person served.
MilitaryDischargeCategoryCode,nc:MilitaryDischargeCategoryCodeType,true,nc:MilitaryDischargeCategoryAbstract,A kind of discharge a person received from military service.
MilitaryDischargeCategoryText,nc:TextType,true,nc:MilitaryDischargeCategoryAbstract,A kind of discharge a person received from military service.
MilitaryDischargeDate,nc:DateType,true,,A date a person was released from further military obligations.
MilitaryDischargeRankText,nc:TextType,true,,A rank at time of a person was discharged from military service.
MilitaryDisciplinaryAction,nc:DisciplinaryActionType,true,,"An activity assigned to a person by the military for the purpose of self-improvement, punishment, or restitution."
MilitaryDutiesText,nc:TextType,true,,A description of the duties and duty stations (locations) encompassed within period of military service.
MilitaryEnlistmentDate,nc:DateType,true,,A date a person enlisted in the military.
MilitaryExemptionDescriptionText,nc:TextType,true,,A description of why a person was excused from military service.
MilitaryExperienceIndicator,niem-xs:boolean,true,,True if a person has some form of military experience; false otherwise.
MilitaryHighRankText,nc:TextType,true,,A highest rank achieved by a person in military service.
MilitaryInductionDate,nc:DateType,true,,A date a person was inducted (or will be inducted) into active service in a military.
MilitaryPersonIdentification,nc:IdentificationType,true,,An identification number for a person in the military.
MilitaryReleaseCategoryText,nc:TextType,true,nc:MilitaryReleaseCategoryAbstract,A kind of release a person received from military service.
MilitaryReleaseDate,nc:DateType,true,,A date a person was released from active service in a military.
MilitaryServiceActiveIndicator,niem-xs:boolean,true,,True if a person is currently serving in the military; false otherwise.
MilitaryServiceTimeMeasure,nc:TimeMeasureType,true,,A quantity of time a person spent in military service.
MilitaryStatus,nc:StatusType,true,,A status of military service of a person.
MilitaryWorkSkillText,nc:TextType,true,,A military occupational specialty of a person.
Mission,nc:MissionType,true,,"A task, together with the purpose, that clearly indicates the action to be taken and the reason therefore."
MissionCommencementNoEarlierThanDate,nc:DateType,true,,An earliest date and time a mission may start.
MissionCommencementNoLaterThanDate,nc:DateType,true,,A latest date and time a mission may start.
MissionID,niem-xs:string,true,,A mission identifier.
MissionName,niem-xs:string,true,,A name of a mission.
MissionStagingLocation,nc:LocationType,true,,An element for the resource staging location
MonthDate,niem-xs:gMonth,true,nc:DateRepresentation,A month.
NANPTelephoneNumber,nc:NANPTelephoneNumberType,true,nc:TelephoneNumberAbstract,A North American Numbering Plan telephone number.
Obligation,nc:ObligationType,true,,A thing that is owed to an entity.
ObligationCategoryText,nc:TextType,true,nc:ObligationCategoryAbstract,A kind of obligation.
ObligationCompleteIndicator,niem-xs:boolean,true,,True if an obligation has been fulfilled; false otherwise.
ObligationComplianceIndicator,niem-xs:boolean,true,,True if a person with an obligation is in compliance with the requirements; false otherwise.
ObligationDateRange,nc:DateRangeType,true,,A date range of an obligation.
ObligationDueAmount,nc:AmountType,true,nc:ObligationDueAbstract,An amount of a payment obligation that has not been made.
ObligationDueDate,nc:DateType,true,,A date by which an obligation must be fulfilled.
ObligationDueDuration,niem-xs:duration,true,nc:ObligationDueAbstract,A quantity of time still required to be spent in order to fulfill an obligation.
ObligationEntity,nc:EntityType,true,,An entity that must fulfill an obligation.
ObligationEntityCategoryText,nc:TextType,true,nc:ObligationEntityCategoryAbstract,A kind of entity responsible for fulfilling an obligation.
ObligationExemption,nc:ObligationExemptionType,true,,A waiving or dismissal of an obligation.
ObligationExemptionDescriptionText,nc:TextType,true,,A description of an exemption from an obligation.
ObligationExemptionIndicator,niem-xs:boolean,true,,True if an obligation has been waived or dismissed; false otherwise.
ObligationPaidAmount,nc:AmountType,true,nc:ObligationPaidAbstract,An amount of a payment obligation that has been made.
ObligationPaidDate,nc:DateType,true,,A date an obligation was fulfilled.
ObligationPaidDuration,niem-xs:duration,true,nc:ObligationPaidAbstract,A quantity of time that has been spent towards fulfilling an obligation.
ObligationPeriodText,nc:TextType,true,nc:ObligationPeriodAbstract,An interval or period at which an obligation is required to be fulfilled.
ObligationProgressDescriptionText,nc:TextType,true,,A description of the progress that has been made in fulfilling an obligation.
ObligationRecipient,nc:EntityType,true,,An entity to whom an obligation must be fulfilled.
ObligationRecurrence,nc:ObligationRecurrenceType,true,,A periodic basis on which an obligation must be met.
ObligationRequirementDescriptionText,nc:TextType,true,,A description of what is necessary in order to fulfill an obligation.
ObligationTotalAmount,nc:AmountType,true,nc:ObligationTotalAbstract,A total amount of money to be charged or paid to meet a financial obligation.
ObligationTotalDuration,niem-xs:duration,true,nc:ObligationTotalAbstract,A quantity of time that must be spent in order to fulfill an obligation.
OdometerReadingMeasure,nc:LengthMeasureType,true,,A measure of elapsed distance traveled as determined by an odometer.
Organization,nc:OrganizationType,true,,A unit which conducts some sort of business or operations.
OrganizationAbbreviationText,nc:TextType,true,,"An abbreviation, acronym, or code for an organization name."
OrganizationActiveIndicator,niem-xs:boolean,true,,True if an organization is active; false if it is inactive.
OrganizationActivityText,nc:TextType,true,nc:OrganizationActivityAbstract,An activity that an organization is known or thought to be involved with.
OrganizationAssociation,nc:OrganizationAssociationType,true,,An association between an organization and another organization.
OrganizationBranchName,nc:TextType,true,,A name of the chapter or branch by which an organization is known within a larger group of organizations.
OrganizationCategoryText,nc:TextType,true,nc:OrganizationCategoryAbstract,A kind or functional type of organization.
OrganizationDayContactInformation,nc:ContactInformationType,true,,A means of contacting an organization during daytime hours.
OrganizationDescriptionText,nc:TextType,true,,A description of an organization.
OrganizationDoingBusinessAsName,nc:TextType,true,,A name an organization uses for conducting business.
OrganizationEmergencyContactInformation,nc:ContactInformationType,true,,A means of contacting an organization in the event of an emergency.
OrganizationEstablishedDate,nc:DateType,true,,A date an organization was started.
OrganizationEveningContactInformation,nc:ContactInformationType,true,,A means of contacting an organization during evening or early night hours.
OrganizationFacilityAssociation,nc:OrganizationFacilityAssociationType,true,,An association between an organization and a facility.
OrganizationForeignAffiliate,nc:OrganizationType,true,,A foreign organization that has some relationship or association with an organization.
OrganizationIdentification,nc:IdentificationType,true,,An identification that references an organization.
OrganizationIncorporatedIndicator,niem-xs:boolean,true,,True if an organization is incorporated; false otherwise.
OrganizationIncorporationDate,nc:DateType,true,,"A date an organization incorporated (e.g., corporation)."
OrganizationIncorporationLocation,nc:LocationType,true,,A location where an organization incorporated.
OrganizationJurisdiction,nc:JurisdictionType,true,,An area of service or jurisdiction an organization has over a region.
OrganizationLEIIdentification,nc:IdentificationType,true,,"An identification for a Legal Entity Identifier (LEI), to uniquely identify legally distinct entities that engage in financial transactions."
OrganizationLicenseIdentification,nc:IdentificationType,true,,A license identification for an organization.
OrganizationLocalIdentification,nc:IdentificationType,true,,An identification assigned at a local level to an organization.
OrganizationLocation,nc:LocationType,true,,A location of an organization.
OrganizationName,nc:TextType,true,,A name of an organization.
OrganizationNameEffectiveDate,nc:DateType,true,,A date the organization name became effective.
OrganizationNameTerminationDate,nc:DateType,true,,A date the organization name became invalid.
OrganizationNightContactInformation,nc:ContactInformationType,true,,A means of contacting an organization during late-night hours.
OrganizationOperatesFacilityAssociation,nc:OrganizationFacilityAssociationType,true,nc:OrganizationFacilityAssociation,An association between a facility and an organization that operates that facility.
OrganizationOtherIdentification,nc:IdentificationType,true,,An alternate identification assigned to an organization.
OrganizationParentAffiliate,nc:OrganizationType,true,nc:OrganizationParentAbstract,"An affiliate organization that owns, controls, or operates the organization."
OrganizationParentAssociation,nc:OrganizationUnitAssociationType,true,,"An association between an organization and an entity that owns, controls, or operates it."
OrganizationParentOrganization,nc:OrganizationType,true,nc:OrganizationParentAbstract,"An organization that owns, controls, or operates the organization."
OrganizationPrimaryContactInformation,nc:ContactInformationType,true,,A preferred means of contacting an organization.
OrganizationPrincipalOfficial,nc:PersonType,true,,A chief or high ranking executive of an organization.
OrganizationPrincipalOfficialAssociation,nc:PersonOrganizationAssociationType,true,,An association between an organization and its principal official.
OrganizationServiceHoursText,nc:TextType,true,nc:OrganizationServiceHoursAbstract,A availability of an organization.
OrganizationSizeText,nc:TextType,true,nc:OrganizationSizeAbstract,A size of an organization.
OrganizationStatus,nc:StatusType,true,,A status of an organization.
OrganizationSubUnit,nc:OrganizationType,true,,A division of an organization.
OrganizationSubUnitName,nc:TextType,true,,A name of a subdivision of an organization.
OrganizationSubsidiaryAssociation,nc:OrganizationUnitAssociationType,true,,An association between an organization and its subsidiary organization.
OrganizationSupervisesFacilityAssociation,nc:OrganizationFacilityAssociationType,true,nc:OrganizationFacilityAssociation,An association between a facility and an organization that supervises that facility.
OrganizationTaxIdentification,nc:IdentificationType,true,,A tax identification assigned to an organization.
OrganizationTerminationDate,nc:DateType,true,,A date an organization went out of business.
OrganizationUnit,nc:OrganizationType,true,,A unit of an organization.
OrganizationUnitName,nc:TextType,true,,A name of a high-level division of an organization.
OrganizationValidDate,nc:DateType,true,,A date to which the organizational unit is valid.
Orientation,nc:OrientationType,true,,"A set of angles of rotation about the principle axes (normal, lateral, longitudinal) of a thing, relative to true north and the horizontal plane, measured in degrees."
ParentFacility,nc:FacilityType,true,,A facility that contains another facility.
Passport,nc:PassportType,true,,A government-issued document that authenticates the identity and citizenship of a person.
PassportBookIdentification,nc:IdentificationType,true,,A unique identification assigned to a passport document.
PassportCategoryCode,nc:PassportCategoryCodeType,true,nc:PassportCategoryAbstract,A kind of passport.
PassportCategoryText,nc:TextType,true,nc:PassportCategoryAbstract,A kind of passport.
PassportElectronicIndicator,niem-xs:boolean,true,,True if the passport document is RFID enabled; false otherwise.
PassportIssuingOrganization,nc:OrganizationType,true,,An organization that issued a passport.
PassportNumberIdentification,nc:IdentificationType,true,,An identification of a passport.
PassportStolenLostIndicator,niem-xs:boolean,true,,True if a passport is stolen or lost; false otherwise.
PassportTransmissionTrackingID,niem-xs:string,true,,An identifier assigned to the electronic record transmitted from Dept. of State.
PatientMedicalFacility,nc:OrganizationType,true,,A medical facility receiving patient.
Payment,nc:PaymentType,true,,A monetary payment.
PaymentAmount,nc:AmountType,true,,An amount of money paid.
PaymentMethodCode,nc:PaymentMethodCodeType,true,nc:PaymentMethodAbstract,A specific method of payment.
PaymentMethodText,nc:TextType,true,nc:PaymentMethodAbstract,A specific method of payment.
Percent,nc:PercentType,true,,"A ratio, proper fraction, or percentage, with 100% represented as the value 100."
Permit,nc:PermitType,true,,A permit or official document giving a person or entity authorization to do something.
PermitCategoryText,nc:TextType,true,nc:PermitCategoryAbstract,A kind of permit.
PermitIdentification,nc:IdentificationType,true,,A permit identification.
PermitRenewalDate,nc:DateType,true,,A date on which a permit must be renewed.
PermitStartDate,nc:DateType,true,,A date on which a permit was issued or renewed.
PermitUsageText,nc:TextType,true,nc:PermitUsageAbstract,A usage allowed by a permit.
Person,nc:PersonType,true,,A human being.
PersonAccentText,nc:TextType,true,,A manner of pronunciation; a way of pronouncing words that may indicate the place of origin or social background of the speaker.
PersonAgeDescriptionText,nc:TextType,true,,A general description of the age of a person.
PersonAgeMeasure,nc:TimeMeasureType,true,,A measurement of the age of a person.
PersonAliasIdentityAssociation,nc:PersonIdentityAssociationType,true,,An association between a person and an alias identity used by that person.
PersonArmedIndicator,niem-xs:boolean,true,,True if a person of interest was armed at the time of encounter; false otherwise.
PersonAssaultedOfficerIndicator,niem-xs:boolean,true,,True if a person of interest assaulted an enforcement officer during an encounter; false otherwise.
PersonAssignedUnitAssociation,nc:PersonOrganizationAssociationType,true,,An association between a person and a unit to which that person is assigned.
PersonAssociation,nc:PersonAssociationType,true,,An association between people.
PersonBirthDate,nc:DateType,true,,A date a person was born.
PersonBirthLocation,nc:LocationType,true,,A location where a person was born.
PersonBloodTypeText,nc:TextType,true,nc:PersonBloodTypeAbstract,A blood group and RH factor of a person.
PersonBodyXRaysAvailableText,nc:TextType,true,nc:PersonBodyXRaysAvailableAbstract,An X-ray of a body part available for a person.
PersonBuildText,nc:TextType,true,nc:PersonBuildAbstract,A person's physique or body shape.
PersonCapability,nc:CapabilityType,true,,A capacity or ability of a person.
PersonCircumcisionIndicator,niem-xs:boolean,true,,True if a person is circumcised; false otherwise.
PersonCitizenship,nc:PersonCitizenshipType,true,,"A person's position or status with a country that assigns rights, duties, and privileges because of the birth or naturalization of the person in that country."
PersonCitizenshipCategoryText,nc:TextType,true,nc:PersonCitizenshipCategoryAbstract,A kind of citizenship granted to a person by a country.
PersonCitizenshipCountry,nc:CountryType,true,,"A country that assigns rights, duties, and privileges to a person because of the birth or naturalization of the person in that country."
PersonCitizenshipStatus,nc:StatusType,true,,A status of a person's citizenship in a country.
PersonComplexionText,nc:TextType,true,nc:PersonComplexionAbstract,An appearance or condition of the skin of a person.
PersonComprehendsSpokenLanguageIndicator,niem-xs:boolean,true,,True if a person is able to grasp and understand the meaning of a language being spoken; false otherwise.
PersonContactInformation,nc:ContactInformationType,true,,A means of contacting a person.
PersonConveyanceAssociation,nc:PersonConveyanceAssociationType,true,,An association between a person and a conveyance.
PersonCriminalOrganizationAssociation,nc:PersonOrganizationAssociationType,true,,An association between a person and a criminal organization.
PersonCurrentEmploymentAssociation,nc:EmploymentAssociationType,true,,An association between a person and his or her current employment.
PersonCurrentLocationAssociation,nc:PersonLocationAssociationType,true,,An association between a person and the current location of that person.
PersonDeathDate,nc:DateType,true,,A date a person died or was declared legally dead.
PersonDependentQuantity,nc:QuantityType,true,,A number of people dependent upon a person as their primary means of support.
PersonDescriptionText,nc:TextType,true,,A description of a person.
PersonDetainmentLocationAssociation,nc:PersonLocationAssociationType,true,,An association between a person and a location at which that person is being detained.
PersonDigitalImage,nc:ImageType,true,,A photograph or image of a person in a digital format.
PersonDigitizedSignatureImage,nc:ImageType,true,,An image of a handwritten signature of a person.
PersonDisguiseDescriptionText,nc:TextType,true,,A description of something a person wears to conceal or mislead others as to the true appearance or identity of that person.
PersonDisunion,nc:PersonDisunionType,true,,A legal termination of a Person Union.
PersonDisunionDecreeIndicator,niem-xs:boolean,true,,"True if a legal document finalizing the Person Disunion exists (for example, a divorce decree); false otherwise."
PersonDisunionPendingIndicator,niem-xs:boolean,true,,True if the legal proceeding to terminate the Person Union is pending; false otherwise.
PersonDisunionReasonText,nc:TextType,true,,A reason for the disunion.
PersonDocumentAssociation,nc:PersonDocumentAssociationType,true,,An association between a person and a document.
PersonEducation,nc:EducationType,true,,A person's educational background.
PersonEmergencyContactInformation,nc:ContactInformationType,true,,A means of contacting someone in the event of an emergency.
PersonEmployedIndicator,niem-xs:boolean,true,,True if a person is employed; false if a person is unemployed.
PersonEmploymentAssociation,nc:EmploymentAssociationType,true,,An association between an employee and an employer.
PersonEmploymentLocationAssociation,nc:PersonLocationAssociationType,true,,An association between a person and a location at which that person is employed.
PersonEncounter,nc:PersonEncounterType,true,,An interface between a person of interest and a representative of the government.
PersonEthnicityText,nc:TextType,true,nc:PersonEthnicityAbstract,A cultural lineage of a person.
PersonEyeColorText,nc:TextType,true,nc:PersonEyeColorAbstract,A color of the eyes of a person.
PersonEyewearText,nc:TextType,true,nc:PersonEyewearAbstract,A description of glasses or other eyewear a person wears.
PersonFacialHairText,nc:TextType,true,nc:PersonFacialHairAbstract,A kind of facial hair of a person.
PersonFormerEmploymentAssociation,nc:EmploymentAssociationType,true,,An association between a person and employment held in the past but not currently held.
PersonFraudulentIdentificationIndicator,niem-xs:boolean,true,,True if any identification document carried by a person of interest is fraudulent; false otherwise.
PersonFullName,nc:PersonNameTextType,true,,A complete name of a person.
PersonGeneralAppearanceDescriptionText,nc:TextType,true,,A description of the way a person looks and is presented overall.
PersonGivenName,nc:PersonNameTextType,true,,A first name of a person.
PersonHairAppearanceText,nc:TextType,true,,An overall appearance of the hair of a person.
PersonHairCategoryText,nc:TextType,true,nc:PersonHairCategoryAbstract,"A kind of hair of a person, such as wavy or straight."
PersonHairColorText,nc:TextType,true,nc:PersonHairColorAbstract,A color of the hair of a person.
PersonHairLengthText,nc:TextType,true,nc:PersonHairLengthAbstract,A length of hair of a person.
PersonHairStyleText,nc:TextType,true,nc:PersonHairStyleAbstract,A style or cut of hair worn by a person.
PersonHandednessText,nc:TextType,true,nc:PersonHandednessAbstract,A hand with which a person is more adept using.
PersonHeightDescriptionText,nc:TextType,true,,A description of the height of a person.
PersonHeightMeasure,nc:LengthMeasureType,true,,A measurement of the height of a person.
PersonHomeContactInformation,nc:ContactInformationType,true,,A means of contacting a person at home.
